~,st_data_export_price_multiplier
ammo_5.56x45_ss190_bad,1
ammo_5.7x28_ss190,1
ammo_5.7x28_ss190_bad,1
ammo_5.7x28_ss195,1
ammo_5.7x28_ss195_bad,1
ammo_50_bmg,1
ammo_50_bmg_bad,1
ammo_7.62x25_p,1
ammo_7.62x25_p_bad,1
ammo_7.62x25_ps,1
ammo_7.62x25_ps_bad,1
ammo_7.62x39_ap,1
ammo_7.62x39_ap_bad,1
ammo_7.62x39_fmj,1
ammo_7.62x39_fmj_bad,1
ammo_7.62x51_ap,1
ammo_7.62x51_ap_bad,1
ammo_7.62x51_fmj,1
ammo_7.62x51_fmj_bad,1
ammo_7.62x54_7h1,1
ammo_7.62x54_7h14,1
ammo_7.62x54_7h14_bad,1
ammo_7.62x54_7h1_bad,1
ammo_7.62x54_ap,1
ammo_7.62x54_ap_bad,1
ammo_7.92x33_ap,1
ammo_7.92x33_ap_bad,1
ammo_7.92x33_fmj,1
ammo_7.92x33_fmj_bad,1
ammo_9x18_ap,1
ammo_9x18_ap_bad,1
ammo_9x18_fmj,1
ammo_9x18_fmj_bad,1
ammo_9x18_pmm,1
ammo_9x18_pmm_bad,1
ammo_9x19_ap,1
ammo_9x19_ap_bad,1
ammo_9x19_fmj,1
ammo_9x19_fmj_bad,1
ammo_9x19_pbp,1
ammo_9x19_pbp_bad,1
ammo_9x21_sp10,1
ammo_9x39_ap,1
ammo_9x39_ap_bad,1
ammo_9x39_pab9,1
ammo_9x39_pab9_bad,1
ammo_gauss,1
ammo_gauss_bad,1
ammo_knife_6,1
ammo_m209,1
ammo_m209_bad,1
ammo_magnum_300,1
ammo_magnum_300_bad,1
ammo_og-7b,1
ammo_og-7b_bad,1
ammo_pkm_100,1
ammo_pkm_100_bad,1
ammo_vog-25,1
ammo_vog-25_bad,1
ammo_vog-30,1
analgetic,1
animation_hit_bolt,1
animation_hit_wpn_knife,1
animation_hit_wpn_knife2,1
animation_hit_wpn_knife3,1
animation_hit_wpn_knife4,1
animation_hit_wpn_knife5,1
animation_hit_wpn_knife6,1
animation_hit_wpn_knife7,1
animation_hit_wpn_knife8,1
animation_hit_wpn_knife9,1
antibio_chlor,1
antibio_sulfad,1
antiemetic,1
antirad,1
antirad_cystamine,1
antirad_kalium,1
armor_repair_fa,1
army_bowler,1
army_patch,1
ball_hammer,1
bandage,1
bandit_patch,1.5
beadspread,1
beans,1
beer,1
boots,1
bottle_metal,1
bread,1
breadold,1
brewed_coffee,1
broken_detector,1
bullet_pistol,1
bullet_pistol_ap,1
bullet_r5,1
bullet_r5_ap,1
bullet_r7,1
bullet_r7_ap,1
bullet_shotgun,1
bullet_shotgun_ap,1
caffeine,1
cards,1
casing_p,1
casing_r5,1
casing_r7,1
casing_s,1
chili,1
chocolate,1
chocolate_p,1
cigar,1
cigar1,1
cigar2,1
cigar3,1
cigarettes,1
cigarettes_lucky,1
cigarettes_russian,1
cleaning_kit_p,1
cleaning_kit_r5,1
cleaning_kit_r7,1
cleaning_kit_s,1
cleaning_kit_u,1
cocaine,1
coffee_drink,1
compression_bag,1
conserva,1
cooking,1
corn,1
csky_patch,1
cutlery,1
dolg_patch,1
drink_crow,1
drug_anabiotic,1
drug_antidot,1
drug_booster,1
drug_coagulant,1
drug_psy_blockade,1
drug_radioprotector,1
drug_sleepingpills,1
duct_tape,1
e_syringe,1
ecolog_patch,1
energy_drink,1
equ_military_pack,1
equ_small_military_pack,1
equ_small_pack,1
equ_tourist_pack,1
exo_dolg_red_outfit,1
exo_repair_kit,1
explo_balon_gas_empty,1
explo_jerrycan_fuel_empty,1
explo_metalcan_powder,1
fieldcooker,1
fieldcraft_plate_attch,1
flashlight_broken,1
flask,1
freedom_patch,1
gloves,1
glucose,1
glucose_s,1
glue_a,1
glue_b,1
glue_e,1
grease,1
greh_patch,1
ground_coffee,1
gun_oil,1
gun_oil_ru,1
gun_oil_ru_d,1
hand_rolling_tobacco,1
hand_watch,1
headlamp,1
heavy_repair_kit,1
heavy_sewing_thread,1
helmet_repair_kit,1
hide_bloodsucker,1
hide_boar,1
hide_burer,1
hide_chimera,1
hide_controller,1
hide_flesh,1
hide_lurker,1
hide_pseudodog,1
hide_pseudogiant,1
hide_psy_dog,1
hide_psysucker,1
isg_patch,1
items_anm_dummy,1
itm_advancedkit,1
itm_ammokit,1
itm_artefactskit,1
itm_backpack,1
itm_basickit,1
itm_drugkit,1
itm_expertkit,1
itm_sleepbag,1
itm_tent,1
itm_tent_bag,1
itm_xcvb_1,1
itm_xcvb_2,1
itm_xcvb_3,1
jar,1
jewelry_box,1
jgut,1
joint,1
kerosene,1
killer_patch,1
kolbasa,1
light_repair_kit,1
marijuana,1
marker,1
meat_bloodsucker,1
meat_bloodsucker_a,1
meat_bloodsucker_b,1
meat_boar,1
meat_boar_a,1
meat_boar_b,1
meat_chimera,1
meat_chimera_a,1
meat_chimera_b,1
meat_dog,1
meat_dog_a,1
meat_dog_b,1
meat_flesh,1
meat_flesh_a,1
meat_flesh_b,1
meat_lurker,1
meat_lurker_a,1
meat_lurker_b,1
meat_pseudodog,1
meat_pseudodog_a,1
meat_pseudodog_b,1
meat_psysucker,1
meat_psysucker_a,1
meat_psysucker_b,1
meat_snork,1
meat_snork_a,1
meat_snork_b,1
meat_tushkano,1
meat_tushkano_a,1
meat_tushkano_b,1
medium_repair_kit,1
medkit,1
medkit_ai1,1
medkit_ai2,1
medkit_ai3,1
medkit_army,1
medkit_scientic,1
meinkampf,1
mineral_water,1
mint,1
mirror,1
monolith_patch,1
monolith_shard,1
morphine,1
mre,1
mutant_part_boar_chop,1
mutant_part_boar_leg,1
mutant_part_brain_burer,1
mutant_part_burer_hand,1
mutant_part_cat_claw,1
mutant_part_cat_tail,1
mutant_part_cat_thyroid,1
mutant_part_chimera_claw,1
mutant_part_chimera_kogot,1
mutant_part_chimera_meat,1
mutant_part_controller_glass,1
mutant_part_controller_hand,1
mutant_part_crow_beak,1
mutant_part_dog_heart,1
mutant_part_dog_liver,1
mutant_part_dog_meat,1
mutant_part_dog_tail,1
mutant_part_fang_psevdodog,1
mutant_part_flesh_eye,1
mutant_part_flesh_meat,1
mutant_part_fracture_hand,1
mutant_part_heart_bloodsucker,1
mutant_part_heart_chimera,1
mutant_part_krovosos_jaw,1
mutant_part_krovosos_meat,1
mutant_part_lurker_eye,1
mutant_part_lurker_meat,1
mutant_part_lurker_tail,1
mutant_part_pseudogigant_eye,1
mutant_part_pseudogigant_hand,1
mutant_part_psevdodog_meat,1
mutant_part_psevdodog_tail,1
mutant_part_psysucker_hand,1
mutant_part_psysucker_meat,1
mutant_part_snork_hand,1
mutant_part_snork_leg,1
mutant_part_snork_mask,1
mutant_part_tushkano_head,1
mutant_part_tushkano_meat,1
mutant_part_tusk_boar,1
mutant_part_zombi_hand,1
nuts,1
partskit_tool,1
picture_woman,1
porn,1
porn2,1
powder_1,1
powder_2,1
powder_3,1
powder_poltergeist,1
protein,1
radio,1
radio2,1
raisins,1
ramrod_tool,1
rasp_tool,1
ration_ru,1
ration_ukr,1
rebirth,1
renegade_patch,1.5
rope,1
salicidic_acid,1
salmon,1
sausage,1
sewing_kit_a,1
sewing_kit_b,1
sewing_kit_h,1
sewing_thread,1
sharpening_stones,1
shovel_mili,1
shovel_old,1
solvent,1
stalker_patch,1
steel_wool,1
stimpack,1
stimpack_army,1
stimpack_scientic,1
survival_kit,1
synthrope,1
tarpaulin,1
tea,1
tetanus,1
tobacco,1
tomato,1
toolkit_p,1
toolkit_r5,1
toolkit_r7,1
toolkit_s,1
tushonka,1
underwear,1
upgr_o_1_armor,1
upgr_o_1_arty,1
upgr_o_1_bleed,1
upgr_o_1_burn,1
upgr_o_1_carry,1
upgr_o_1_chem,1
upgr_o_1_damage,1
upgr_o_1_durability,1
upgr_o_1_health,1
upgr_o_1_magical,1
upgr_o_1_physical,1
upgr_o_1_power,1
upgr_o_1_psi,1
upgr_o_1_rad,1
upgr_o_1_run,1
upgr_o_1_shock,1
upgr_o_1_utility,1
upgr_o_1_weight,1
upgr_o_2_armor,1
upgr_o_2_arty,1
upgr_o_2_bleed,1
upgr_o_2_burn,1
upgr_o_2_carry,1
upgr_o_2_chem,1
upgr_o_2_damage,1
upgr_o_2_durability,1
upgr_o_2_health,1
upgr_o_2_magical,1
upgr_o_2_physical,1
upgr_o_2_power,1
upgr_o_2_psi,1
upgr_o_2_rad,1
upgr_o_2_run,1
upgr_o_2_shock,1
upgr_o_2_utility,1
upgr_o_2_weight,1
upgr_o_3_armor,1
upgr_o_3_arty,1
upgr_o_3_bleed,1
upgr_o_3_burn,1
upgr_o_3_carry,1
upgr_o_3_chem,1
upgr_o_3_damage,1
upgr_o_3_durability,1
upgr_o_3_health,1
upgr_o_3_magical,1
upgr_o_3_physical,1
upgr_o_3_power,1
upgr_o_3_psi,1
upgr_o_3_rad,1
upgr_o_3_run,1
upgr_o_3_shock,1
upgr_o_3_utility,1
upgr_o_3_weight,1
upgr_w_1_calibre,1
upgr_w_1_dispersion,1
upgr_w_1_external,1
upgr_w_1_firemode,1
upgr_w_1_grenade_mount,1
upgr_w_1_inertion,1
upgr_w_1_internal,1
upgr_w_1_magazine,1
upgr_w_1_muffle,1
upgr_w_1_optical,1
upgr_w_1_recoil,1
upgr_w_1_reliability,1
upgr_w_1_rpm,1
upgr_w_1_scope,1
upgr_w_1_scope_mount,1
upgr_w_1_speed,1
upgr_w_1_weight,1
upgr_w_2_calibre,1
upgr_w_2_dispersion,1
upgr_w_2_external,1
upgr_w_2_firemode,1
upgr_w_2_grenade_mount,1
upgr_w_2_inertion,1
upgr_w_2_internal,1
upgr_w_2_magazine,1
upgr_w_2_muffle,1
upgr_w_2_optical,1
upgr_w_2_recoil,1
upgr_w_2_reliability,1
upgr_w_2_rpm,1
upgr_w_2_scope,1
upgr_w_2_scope_mount,1
upgr_w_2_speed,1
upgr_w_2_weight,1
upgr_w_3_calibre,1
upgr_w_3_dispersion,1
upgr_w_3_external,1
upgr_w_3_firemode,1
upgr_w_3_grenade_mount,1
upgr_w_3_inertion,1
upgr_w_3_internal,1
upgr_w_3_magazine,1
upgr_w_3_muffle,1
upgr_w_3_optical,1
upgr_w_3_recoil,1
upgr_w_3_reliability,1
upgr_w_3_rpm,1
upgr_w_3_scope,1
upgr_w_3_scope_mount,1
upgr_w_3_speed,1
upgr_w_3_weight,1
vodka,1
vodka2,1
vodka_quality,1
walkie,1
water_drink,1
welding_goggles,1
wpn_axe,1
wpn_axe2,1
wpn_axe3,1
wpn_grot,1
wpn_grot_short,1
wpn_grot_short_tan,1
wpn_grot_tan,1
wpn_knife,1
wpn_knife2,1
wpn_knife3,1
wpn_knife4,1
wpn_knife5,1
wpn_knife6,1
wpn_knife7,1
wpn_knife8,1
wpn_knife9,1
wpn_mk47_sup,1
yadylin,1
