~,st_class,st_ui_dbg_spawn_type,pda_encyclopedia_name,st_data_export_description,st_prop_weight,st_upgr_cost,st_data_export_max_uses
af_bracelet_lead_box,II_ATTCH,i_arty_cont,st_af_bracelet_lead_box_name,st_af_bracelet_lead_box_descr,2.24,0,
af_camelbak,SCRPTART,i_attach,st_af_camelbak_name,st_af_camelbak_descr,0.31,6540,
af_camelbak_up,SCRPTART,i_attach,st_af_camelbak_up_name,st_af_camelbak_up_descr,1.53,17620,
af_cell,ARTEFACT,i_arty_junk,st_af_cell_name,st_af_cell_descr,1.81,23200,
af_chelust,ARTEFACT,i_arty_junk,st_af_chelust_name,st_af_chelust_descr,5.73,22400,
af_cocoon,ARTEFACT,i_arty_junk,st_af_cocoon_name,st_af_cocoon_descr,1.03,17400,
af_compass,SCRPTART,i_arty,st_af_compass_name,st_af_compass_descr,3.78,74500,
af_compass_af_aac,SCRPTART,i_arty_cont,st_af_compass_af_aac_name,st_af_compass_af_aac_descr,6.19,0,
af_compass_af_aam,SCRPTART,i_arty_cont,st_af_compass_af_aam_name,st_af_compass_af_aam_descr,6.51,0,
af_compass_af_iam,SCRPTART,i_arty_cont,st_af_compass_af_iam_name,st_af_compass_af_iam_descr,5.86,0,
af_compass_lead_box,II_ATTCH,i_arty_cont,st_af_compass_lead_box_name,st_af_compass_lead_box_descr,5.58,0,
af_cooler,SCRPTART,i_attach,st_af_cooler_name,st_af_cooler_descr,0.98,6080,
af_cooler_up,SCRPTART,i_attach,st_af_cooler_up_name,st_af_cooler_up_descr,3.56,16560,
af_cristall,ARTEFACT,i_arty,st_af_cristall_name,st_af_cristall_descr,2.73,31800,
af_cristall_af_aac,SCRPTART,i_arty_cont,st_af_cristall_af_aac_name,st_af_cristall_af_aac_descr,5.19,0,
af_cristall_af_aam,SCRPTART,i_arty_cont,st_af_cristall_af_aam_name,st_af_cristall_af_aam_descr,5.52,0,
af_cristall_af_iam,SCRPTART,i_arty_cont,st_af_cristall_af_iam_name,st_af_cristall_af_iam_descr,4.86,0,
af_cristall_flower,ARTEFACT,i_arty,st_af_cristall_flower_name,st_af_cristall_flower_descr,5.08,22800,
af_cristall_flower_af_aac,SCRPTART,i_arty_cont,st_af_cristall_flower_af_aac_name,st_af_cristall_flower_af_aac_descr,7.21,0,
af_cristall_flower_af_aam,SCRPTART,i_arty_cont,st_af_cristall_flower_af_aam_name,st_af_cristall_flower_af_aam_descr,7.53,0,
af_cristall_flower_af_iam,SCRPTART,i_arty_cont,st_af_cristall_flower_af_iam_name,st_af_cristall_flower_af_iam_descr,6.88,0,
af_cristall_flower_lead_box,II_ATTCH,i_arty_cont,st_af_cristall_flower_lead_box_name,st_af_cristall_flower_lead_box_descr,6.59,0,
af_cristall_lead_box,II_ATTCH,i_arty_cont,st_af_cristall_lead_box_name,st_af_cristall_lead_box_descr,4.58,0,
af_death_lamp,ARTEFACT,i_arty,st_af_death_lamp_name,st_af_death_lamp_descr,9,71000,
af_death_lamp_af_aac,SCRPTART,i_arty_cont,st_af_death_lamp_af_aac_name,st_af_death_lamp_af_aac_descr,10.57,0,
af_death_lamp_af_aam,SCRPTART,i_arty_cont,st_af_death_lamp_af_aam_name,st_af_death_lamp_af_aam_descr,10.31,0,
af_death_lamp_af_iam,SCRPTART,i_arty_cont,st_af_death_lamp_af_iam_name,st_af_death_lamp_af_iam_descr,10.82,0,
af_death_lamp_lead_box,SCRPTART,i_arty_cont,st_af_death_lamp_lead_box_name,st_af_death_lamp_lead_box_descr,10.24,0,
af_dragon_eye,ARTEFACT,i_arty_junk,st_af_dragon_eye_name,st_af_dragon_eye_descr,1.16,15600,
af_drops,ARTEFACT,i_arty,af_drops,st_af-drops_descr,0.40,30660,
af_dummy_battery,ARTEFACT,i_arty,st_af_dummy_battery_name,st_af_dummy_battery_descr,0.36,27200,
af_dummy_battery_af_aac,SCRPTART,i_arty_cont,st_af_dummy_battery_af_aac_name,st_af_dummy_battery_af_aac_descr,3.01,0,
af_dummy_battery_af_aam,SCRPTART,i_arty_cont,st_af_dummy_battery_af_aam_name,st_af_dummy_battery_af_aam_descr,3.34,0,
af_dummy_battery_af_iam,SCRPTART,i_arty_cont,st_af_dummy_battery_af_iam_name,st_af_dummy_battery_af_iam_descr,2.68,0,
af_dummy_battery_lead_box,II_ATTCH,i_arty_cont,st_af_dummy_battery_lead_box_name,st_af_dummy_battery_lead_box_descr,2.39,0,
af_dummy_dummy,ARTEFACT,i_arty,st_af_dummy_dummy_name,st_af_dummy_dummy_descr,0.37,37200,
af_dummy_dummy_af_aac,SCRPTART,i_arty_cont,st_af_dummy_dummy_af_aac_name,st_af_dummy_dummy_af_aac_descr,3.02,0,
af_dummy_dummy_af_aam,SCRPTART,i_arty_cont,st_af_dummy_dummy_af_aam_name,st_af_dummy_dummy_af_aam_descr,3.34,0,
af_dummy_dummy_af_iam,SCRPTART,i_arty_cont,st_af_dummy_dummy_af_iam_name,st_af_dummy_dummy_af_iam_descr,2.69,0,
af_dummy_dummy_lead_box,II_ATTCH,i_arty_cont,st_af_dummy_dummy_lead_box_name,st_af_dummy_dummy_lead_box_descr,2.40,0,
af_dummy_glassbeads,ARTEFACT,i_arty,st_af_dummy_glassbeads_name,st_af_dummy_glassbeads_descr,3.43,24800,
af_dummy_glassbeads_af_aac,SCRPTART,i_arty_cont,st_af_dummy_glassbeads_af_aac_name,st_af_dummy_glassbeads_af_aac_descr,5.39,0,
af_dummy_glassbeads_af_aam,SCRPTART,i_arty_cont,st_af_dummy_glassbeads_af_aam_name,st_af_dummy_glassbeads_af_aam_descr,5.72,0,
af_dummy_glassbeads_af_iam,SCRPTART,i_arty_cont,st_af_dummy_glassbeads_af_iam_name,st_af_dummy_glassbeads_af_iam_descr,5.06,0,
af_dummy_glassbeads_lead_box,II_ATTCH,i_arty_cont,st_af_dummy_glassbeads_lead_box_name,st_af_dummy_glassbeads_lead_box_descr,4.78,0,
af_dummy_pellicle,ARTEFACT,i_arty,af_dummy_pellicle,st_af_dummy_pellicle_descr,0.40,90945,
af_dummy_spring,ARTEFACT,i_arty,af_dummy_spring,st_af_dummy_spring_descr,0.41,67625,
af_ear,ARTEFACT,i_arty_junk,st_af_ear_name,st_af_ear_descr,0.58,6700,
af_electra_flash,SCRPTART,i_arty,st_af_electra_flash_name,st_af_electra_flash_descr,0.17,48900,
af_electra_flash_af_aac,SCRPTART,i_arty_cont,st_af_electra_flash_af_aac_name,st_af_electra_flash_af_aac_descr,2.87,0,
af_electra_flash_af_aam,SCRPTART,i_arty_cont,st_af_electra_flash_af_aam_name,st_af_electra_flash_af_aam_descr,3.19,0,
af_electra_flash_af_iam,SCRPTART,i_arty_cont,st_af_electra_flash_af_iam_name,st_af_electra_flash_af_iam_descr,2.53,0,
af_electra_flash_lead_box,II_ATTCH,i_arty_cont,st_af_electra_flash_lead_box_name,st_af_electra_flash_lead_box_descr,2.25,0,
af_electra_moonlight,SCRPTART,i_arty,st_af_electra_moonlight_name,st_af_electra_moonlight_descr,0.19,43600,
af_electra_moonlight_af_aac,SCRPTART,i_arty_cont,st_af_electra_moonlight_af_aac_name,st_af_electra_moonlight_af_aac_descr,2.88,0,
af_electra_moonlight_af_aam,SCRPTART,i_arty_cont,st_af_electra_moonlight_af_aam_name,st_af_electra_moonlight_af_aam_descr,3.20,0,
af_electra_moonlight_af_iam,SCRPTART,i_arty_cont,st_af_electra_moonlight_af_iam_name,st_af_electra_moonlight_af_iam_descr,2.55,0,
af_electra_moonlight_lead_box,II_ATTCH,i_arty_cont,st_af_electra_moonlight_lead_box_name,st_af_electra_moonlight_lead_box_descr,2.26,0,
af_electra_sparkler,SCRPTART,i_arty,st_af_electra_sparkler_name,st_af_electra_sparkler_descr,0.15,21600,
af_electra_sparkler_af_aac,SCRPTART,i_arty_cont,st_af_electra_sparkler_af_aac_name,st_af_electra_sparkler_af_aac_descr,2.85,0,
af_electra_sparkler_af_aam,SCRPTART,i_arty_cont,st_af_electra_sparkler_af_aam_name,st_af_electra_sparkler_af_aam_descr,3.17,0,
af_electra_sparkler_af_iam,SCRPTART,i_arty_cont,st_af_electra_sparkler_af_iam_name,st_af_electra_sparkler_af_iam_descr,2.52,0,
af_electra_sparkler_lead_box,II_ATTCH,i_arty_cont,st_af_electra_sparkler_lead_box_name,st_af_electra_sparkler_lead_box_descr,2.24,0,
af_elektron,ARTEFACT,i_arty_junk,st_af_elektron_name,st_af_elektron_descr,5.90,20700,
af_empty,ARTEFACT,i_arty,st_af_empty_name,st_af_empty_descr,0.75,42760,
af_empty_af_aac,SCRPTART,i_arty_cont,st_af_empty_af_aac_name,st_af_empty_af_aac_descr,2.32,0,
af_empty_af_aam,SCRPTART,i_arty_cont,st_af_empty_af_aam_name,st_af_empty_af_aam_descr,2.06,0,
af_empty_af_iam,SCRPTART,i_arty_cont,st_af_empty_af_iam_name,st_af_empty_af_iam_descr,2.57,0,
af_empty_lead_box,II_ATTCH,i_arty_cont,st_af_empty_lead_box_name,st_af_empty_lead_box_descr,1.99,0,
af_eye,ARTEFACT,i_arty,st_af_eye_name,st_af_eye_descr,3.12,36900,
af_eye_af_aac,SCRPTART,i_arty_cont,st_af_eye_af_aac_name,st_af_eye_af_aac_descr,5.45,0,
af_eye_af_aam,SCRPTART,i_arty_cont,st_af_eye_af_aam_name,st_af_eye_af_aam_descr,5.78,0,
af_eye_af_iam,SCRPTART,i_arty_cont,st_af_eye_af_iam_name,st_af_eye_af_iam_descr,5.12,0,
af_eye_lead_box,II_ATTCH,i_arty_cont,st_af_eye_lead_box_name,st_af_eye_lead_box_descr,4.84,0,
af_fire,ARTEFACT,i_arty,st_af_fire_name,st_af_fire_descr,3.18,46925,
af_fire_af_aac,SCRPTART,i_arty_cont,st_af_fire_af_aac_name,st_af_fire_af_aac_descr,5.49,0,
af_fire_af_aam,SCRPTART,i_arty_cont,st_af_fire_af_aam_name,st_af_fire_af_aam_descr,5.81,0,
af_fire_af_iam,SCRPTART,i_arty_cont,st_af_fire_af_iam_name,st_af_fire_af_iam_descr,5.16,0,
af_fire_lead_box,II_ATTCH,i_arty_cont,st_af_fire_lead_box_name,st_af_fire_lead_box_descr,4.88,0,
af_fire_loop,ARTEFACT,i_arty_junk,st_af_fire_loop_name,st_af_fire_loop_descr,1.68,17800,
af_fireball,ARTEFACT,i_arty,st_af_fireball_name,st_af_fireball_descr,3.67,46800,
af_fireball_af_aac,SCRPTART,i_arty_cont,st_af_fireball_af_aac_name,st_af_fireball_af_aac_descr,5.35,0,
af_fireball_af_aam,SCRPTART,i_arty_cont,st_af_fireball_af_aam_name,st_af_fireball_af_aam_descr,5.68,0,
af_fireball_af_iam,SCRPTART,i_arty_cont,st_af_fireball_af_iam_name,st_af_fireball_af_iam_descr,5.02,0,
af_fireball_lead_box,II_ATTCH,i_arty_cont,st_af_fireball_lead_box_name,st_af_fireball_lead_box_descr,4.74,0,
af_fonar,ARTEFACT,i_arty_junk,st_af_fonar_name,st_af_fonar_descr,0.94,17800,
af_fountain,ARTEFACT,i_arty_junk,st_af_fountain_name,st_af_fountain_descr,1.32,17300,
af_frames,SCRPTART,i_attach,st_af_frames_name,st_af_frames_descr,0.53,6380,
af_frames_up,SCRPTART,i_attach,st_af_frames_up_name,st_af_frames_up_descr,1.03,12660,
af_freon,SCRPTART,i_attach,st_af_freon_name,st_af_freon_descr,0.72,4580,
af_freon_up,SCRPTART,i_attach,st_af_freon_up_name,st_af_freon_up_descr,2.34,11320,
af_full_empty,ARTEFACT,i_arty,st_af_full_empty_name,st_af_full_empty_descr,6.23,57320,
af_full_empty_af_aac,SCRPTART,i_arty_cont,st_af_full_empty_af_aac_name,st_af_full_empty_af_aac_descr,8.96,0,
af_full_empty_af_aam,SCRPTART,i_arty_cont,st_af_full_empty_af_aam_name,st_af_full_empty_af_aam_descr,9.29,0,
af_full_empty_af_iam,SCRPTART,i_arty_cont,st_af_full_empty_af_iam_name,st_af_full_empty_af_iam_descr,8.63,0,
af_full_empty_lead_box,II_ATTCH,i_arty_cont,st_af_full_empty_lead_box_name,st_af_full_empty_lead_box_descr,8.35,0,
af_fuzz_kolobok,SCRPTART,i_arty,st_af_fuzz_kolobok_name,st_af_fuzz_kolobok_descr,1.40,40600,
af_fuzz_kolobok_af_aac,SCRPTART,i_arty_cont,st_af_fuzz_kolobok_af_aac_name,st_af_fuzz_kolobok_af_aac_descr,3.97,0,
af_fuzz_kolobok_af_aam,SCRPTART,i_arty_cont,st_af_fuzz_kolobok_af_aam_name,st_af_fuzz_kolobok_af_aam_descr,4.30,0,
af_fuzz_kolobok_af_iam,SCRPTART,i_arty_cont,st_af_fuzz_kolobok_af_iam_name,st_af_fuzz_kolobok_af_iam_descr,3.64,0,
af_fuzz_kolobok_lead_box,II_ATTCH,i_arty_cont,st_af_fuzz_kolobok_lead_box_name,st_af_fuzz_kolobok_lead_box_descr,3.34,0,
af_geliy,ARTEFACT,i_arty,st_af_geliy_name,st_af_geliy_descr,0.34,73150,
af_generator,ARTEFACT,i_arty_junk,st_af_generator_name,st_af_generator_descr,4.07,20700,
af_gimlet,ARTEFACT,i_arty,st_af_gimlet_name,st_af_gimlet_descr,0.09,30700,
af_glass,ARTEFACT,i_arty,st_af_glass_name,st_af_glass_descr,1.49,54400,
af_glass_af_aac,SCRPTART,i_arty_cont,st_af_glass_af_aac_name,st_af_glass_af_aac_descr,3.99,0,
af_glass_af_aam,SCRPTART,i_arty_cont,st_af_glass_af_aam_name,st_af_glass_af_aam_descr,4.32,0,
af_glass_af_iam,SCRPTART,i_arty_cont,st_af_glass_af_iam_name,st_af_glass_af_iam_descr,3.66,0,
af_glass_lead_box,II_ATTCH,i_arty_cont,st_af_glass_lead_box_name,st_af_glass_lead_box_descr,3.38,0,
af_gold_fish,ARTEFACT,i_arty,st_af_gold_fish_name,st_af_gold_fish_descr,1.49,66200,
af_gold_fish_af_aac,SCRPTART,i_arty_cont,st_af_gold_fish_af_aac_name,st_af_gold_fish_af_aac_descr,3.53,0,
af_gold_fish_af_aam,SCRPTART,i_arty_cont,st_af_gold_fish_af_aam_name,st_af_gold_fish_af_aam_descr,4.47,0,
af_gold_fish_af_iam,SCRPTART,i_arty_cont,st_af_gold_fish_af_iam_name,st_af_gold_fish_af_iam_descr,4.15,0,
af_gold_fish_lead_box,II_ATTCH,i_arty_cont,st_af_gold_fish_lead_box_name,st_af_gold_fish_lead_box_descr,2.59,0,
af_grapes,ARTEFACT,i_arty_junk,st_af_grapes_name,st_af_grapes_descr,4.78,18700,
af_gravi,ARTEFACT,i_arty,st_af_gravi_name,st_af_gravi_descr,1.14,47500,
af_gravi_af_aac,SCRPTART,i_arty_cont,st_af_gravi_af_aac_name,st_af_gravi_af_aac_descr,3.73,0,
af_gravi_af_aam,SCRPTART,i_arty_cont,st_af_gravi_af_aam_name,st_af_gravi_af_aam_descr,3.87,0,
af_gravi_af_iam,SCRPTART,i_arty_cont,st_af_gravi_af_iam_name,st_af_gravi_af_iam_descr,3.40,0,
af_gravi_lead_box,II_ATTCH,i_arty_cont,st_af_gravi_lead_box_name,st_af_gravi_lead_box_descr,2.79,0,
af_grid,SCRPTART,i_attach,st_af_grid_name,st_af_grid_descr,0.44,8450,
af_grid_up,SCRPTART,i_attach,st_af_grid_up_name,st_af_grid_up_descr,1.23,16800,
af_iam,II_ATTCH,i_arty_cont,st_af_iam_name,st_af_iam_descr,2.40,11385,
af_ice,ARTEFACT,i_arty,st_af_ice_name,st_af_ice_descr,0.54,51400,
af_ice_af_aac,SCRPTART,i_arty_cont,st_af_ice_af_aac_name,st_af_ice_af_aac_descr,3.27,0,
af_ice_af_aam,SCRPTART,i_arty_cont,st_af_ice_af_aam_name,st_af_ice_af_aam_descr,3.50,0,
af_ice_af_iam,SCRPTART,i_arty_cont,st_af_ice_af_iam_name,st_af_ice_af_iam_descr,2.84,0,
af_ice_lead_box,II_ATTCH,i_arty_cont,st_af_ice_lead_box_name,st_af_ice_lead_box_descr,2.56,0,
af_itcher,ARTEFACT,i_arty,st_af_itcher_name,st_af_itcher_descr,0.80,18400,
af_itcher_af_aac,SCRPTART,i_arty_cont,st_af_itcher_af_aac_name,st_af_itcher_af_aac_descr,2.37,0,
af_itcher_af_aam,SCRPTART,i_arty_cont,st_af_itcher_af_aam_name,st_af_itcher_af_aam_descr,2.12,0,
af_itcher_af_iam,SCRPTART,i_arty_cont,st_af_itcher_af_iam_name,st_af_itcher_af_iam_descr,2.62,0,
af_itcher_lead_box,II_ATTCH,i_arty_cont,st_af_itcher_lead_box_name,st_af_itcher_lead_box_descr,2.04,0,
af_kevlar,SCRPTART,i_attach,st_af_kevlar_name,st_af_kevlar_descr,0.48,6380,
af_kevlar_up,SCRPTART,i_attach,st_af_kevlar_up_name,st_af_kevlar_up_descr,0.48,13380,
af_kislushka,ARTEFACT,i_arty_junk,st_af_kislushka_name,st_af_kislushka_descr,1.17,7890,
af_kogot,ARTEFACT,i_arty_junk,st_af_kogot_name,st_af_kogot_descr,0.64,7400,
af_lighthouse,ARTEFACT,i_arty_junk,st_af_lighthouse_name,st_af_lighthouse_descr,1.75,24500,
af_lobster_eyes,ARTEFACT,i_arty,st_af_lobster_eyes_name,st_af_lobster_eyes_descr,3.75,35640,
af_lobster_eyes_af_aac,SCRPTART,i_arty_cont,st_af_lobster_eyes_af_aac_name,st_af_lobster_eyes_af_aac_descr,5.32,0,
af_lobster_eyes_af_aam,SCRPTART,i_arty_cont,st_af_lobster_eyes_af_aam_name,st_af_lobster_eyes_af_aam_descr,5.07,0,
af_lobster_eyes_af_iam,SCRPTART,i_arty_cont,st_af_lobster_eyes_af_iam_name,st_af_lobster_eyes_af_iam_descr,5.57,0,
af_lobster_eyes_lead_box,II_ATTCH,i_arty_cont,st_af_lobster_eyes_lead_box_name,st_af_lobster_eyes_lead_box_descr,4.99,0,
af_medallion,ARTEFACT,i_arty_junk,st_af_medallion_name,st_af_medallion_descr,2.96,26900,
af_medusa,ARTEFACT,i_arty,st_af_medusa_name,st_af_medusa_descr,3.25,24900,
af_medusa_af_aac,SCRPTART,i_arty_cont,st_af_medusa_af_aac_name,st_af_medusa_af_aac_descr,5.80,0,
af_medusa_af_aam,SCRPTART,i_arty_cont,st_af_medusa_af_aam_name,st_af_medusa_af_aam_descr,6.12,0,
af_medusa_af_iam,SCRPTART,i_arty_cont,st_af_medusa_af_iam_name,st_af_medusa_af_iam_descr,5.65,0,
af_medusa_lead_box,II_ATTCH,i_arty_cont,st_af_medusa_lead_box_name,st_af_medusa_lead_box_descr,5.19,0,
af_mincer_meat,ARTEFACT,i_arty,st_af_mincer_meat_name,st_af_mincer_meat_descr,1.24,31300,
af_mincer_meat_af_aac,SCRPTART,i_arty_cont,st_af_mincer_meat_af_aac_name,st_af_mincer_meat_af_aac_descr,3.88,0,
af_mincer_meat_af_aam,SCRPTART,i_arty_cont,st_af_mincer_meat_af_aam_name,st_af_mincer_meat_af_aam_descr,4.20,0,
af_mincer_meat_af_iam,SCRPTART,i_arty_cont,st_af_mincer_meat_af_iam_name,st_af_mincer_meat_af_iam_descr,3.55,0,
af_mincer_meat_lead_box,II_ATTCH,i_arty_cont,st_af_mincer_meat_lead_box_name,st_af_mincer_meat_lead_box_descr,3.27,0,
af_misery_bread_af_aac,SCRPTART,i_arty_cont,st_af_misery_bread_af_aac_name,st_af_misery_bread_af_aac_descr,3.03,0,
af_misery_bread_af_aam,SCRPTART,i_arty_cont,st_af_misery_bread_af_aam_name,st_af_misery_bread_af_aam_descr,3.30,0,
af_misery_bread_af_iam,SCRPTART,i_arty_cont,st_af_misery_bread_af_iam_name,st_af_misery_bread_af_iam_descr,3.30,0,
af_misery_bread_lead_box,II_ATTCH,i_arty_cont,st_af_misery_bread_lead_box_name,st_af_misery_bread_lead_box_descr,2.42,0,
af_moh,ARTEFACT,i_arty_junk,st_af_moh_name,st_af_moh_descr,0.42,6300,
af_monolith,ARTEFACT,i_arty,st_af_monolith_name,st_af_monolith_descr,0.95,59850,
af_night_star,ARTEFACT,i_arty,st_af_night_star_name,st_af_night_star_descr,0.83,33200,
af_night_star_af_aac,SCRPTART,i_arty_cont,st_af_night_star_af_aac_name,st_af_night_star_af_aac_descr,3.56,0,
af_night_star_af_aam,SCRPTART,i_arty_cont,st_af_night_star_af_aam_name,st_af_night_star_af_aam_descr,3.89,0,
af_night_star_af_iam,SCRPTART,i_arty_cont,st_af_night_star_af_iam_name,st_af_night_star_af_iam_descr,3.23,0,
af_night_star_lead_box,II_ATTCH,i_arty_cont,st_af_night_star_lead_box_name,st_af_night_star_lead_box_descr,2.95,0,
af_oasis_heart,SCRPTART,i_arty,st_af_oasis_heart_name,st_af_oasis_heart_descr,2.79,57200,
af_oasis_heart_af_aac,SCRPTART,i_arty_cont,st_af_oasis_heart_af_aac_name,st_af_oasis_heart_af_aac_descr,5.17,0,
af_oasis_heart_af_aam,SCRPTART,i_arty_cont,st_af_oasis_heart_af_aam_name,st_af_oasis_heart_af_aam_descr,5.49,0,
af_oasis_heart_af_iam,SCRPTART,i_arty_cont,st_af_oasis_heart_af_iam_name,st_af_oasis_heart_af_iam_descr,4.84,0,
af_oasis_heart_lead_box,II_ATTCH,i_arty_cont,st_af_oasis_heart_lead_box_name,st_af_oasis_heart_lead_box_descr,4.55,0,
af_peas,ARTEFACT,i_arty_junk,st_af_peas_name,st_af_peas_descr,0.80,8700,
af_pin,ARTEFACT,i_arty,st_af_pin_name,st_af_pin_descr,1,21100,
af_pin_af_aac,SCRPTART,i_arty_cont,st_af_pin_af_aac_name,st_af_pin_af_aac_descr,2.57,0,
af_pin_af_aam,SCRPTART,i_arty_cont,st_af_pin_af_aam_name,st_af_pin_af_aam_descr,2.31,0,
af_pin_af_iam,SCRPTART,i_arty_cont,st_af_pin_af_iam_name,st_af_pin_af_iam_descr,2.82,0,
af_pin_lead_box,II_ATTCH,i_arty_cont,st_af_pin_lead_box_name,st_af_pin_lead_box_descr,2.24,0,
af_plates,SCRPTART,i_attach,st_af_plates_name,st_af_plates_descr,1.25,7860,
af_plates_up,SCRPTART,i_attach,st_af_plates_up_name,st_af_plates_up_descr,2.83,16860,
af_quest_b14_twisted,SCRPTART,i_arty,st_af_quest_b14_twisted,st_af_quest_b14_twisted_descr,3.60,9800,
af_quest_b14_twisted_af_aac,SCRPTART,i_arty_cont,st_af_quest_b14_twisted_af_aac_name,st_af_quest_b14_twisted_af_aac_descr,5.78,0,
af_quest_b14_twisted_af_aam,SCRPTART,i_arty_cont,st_af_quest_b14_twisted_af_aam_name,st_af_quest_b14_twisted_af_aam_descr,6.11,0,
af_quest_b14_twisted_af_iam,SCRPTART,i_arty_cont,st_af_quest_b14_twisted_af_iam_name,st_af_quest_b14_twisted_af_iam_descr,5.45,0,
af_quest_b14_twisted_lead_box,II_ATTCH,i_arty_cont,st_af_quest_b14_twisted_lead_box_name,st_af_quest_b14_twisted_lead_box_descr,5.17,0,
af_repei,ARTEFACT,i_arty_junk,st_af_repei_name,st_af_repei_descr,0.30,10560,
af_ring,ARTEFACT,i_arty,st_af_ring_name,st_af_ring_descr,1.10,42220,
af_ring_af_aac,SCRPTART,i_arty_cont,st_af_ring_af_aac_name,st_af_ring_af_aac_descr,2.67,0,
af_ring_af_aam,SCRPTART,i_arty_cont,st_af_ring_af_aam_name,st_af_ring_af_aam_descr,2.42,0,
af_ring_af_iam,SCRPTART,i_arty_cont,st_af_ring_af_iam_name,st_af_ring_af_iam_descr,2.92,0,
af_ring_lead_box,II_ATTCH,i_arty_cont,st_af_ring_lead_box_name,st_af_ring_lead_box_descr,2.34,0,
af_rusty_kristall,ARTEFACT,i_arty,af_rusty_kristall,st_af_rusty_kristall_descr,0.42,37615,
