~,st_data_export_price_multiplier
pri_a15_documents,
pri_a15_wpn_ak74,
pri_a15_wpn_ak74u,
pri_a15_wpn_svu,
pri_a15_wpn_wincheaster1300,
pri_a17_gauss_rifle,
pri_a25_explosive_charge_item,
pri_decoder_documents,
scientific_outfit,0.51
specops_outfit,0.48
stalker_outfit,0.27
stalker_outfit_barge,0.32
stalker_patch,0.29
svoboda_heavy_outfit,0.56
svoboda_heavy_outfit_2,0.64
svoboda_light_outfit,0.66
svoboda_scientific_outfit,0.36
test_container,0.32
trenchcoat_outfit,0.6
vodka,2
wpn_abakan,0.19
wpn_addon_grenade_launcher,0.2
wpn_addon_grenade_launcher_m203,0.22
wpn_addon_scope,0.25
wpn_addon_scope_galil,0.24
wpn_addon_silencer,0.3
wpn_ak74,0.22
wpn_ak74u,0.18
wpn_ak74u_snag,0.22
wpn_beretta,0.24
wpn_binoc_inv,0.22
wpn_bm16,0.21
wpn_colt1911,0.25
wpn_desert_eagle,0.23
wpn_desert_eagle_nimble,0.23
wpn_fn2000,0.25
wpn_fn2000_nimble,0.22
wpn_fort,0.21
wpn_fort_snag,0.22
wpn_g36,0.21
wpn_g36_nimble,0.25
wpn_gauss,1
wpn_groza,0.24
wpn_groza_nimble,0.23
wpn_hpsa,0.22
wpn_knife,0.25
wpn_l85,0.23
wpn_lr300,0.25
wpn_mp5,0.23
wpn_mp5_nimble,0.24
wpn_pb,0.21
wpn_pkm,0.2
wpn_pkm_zulus,0.18
wpn_pm,0.2
wpn_pm_actor,0.19
wpn_protecta,1
wpn_protecta_nimble,1
wpn_rg-6,0.7
wpn_rpg7,0.9
wpn_rpg7_missile,1
wpn_sig220,0.24
wpn_sig220_nimble,0.18
wpn_sig550,0.19
wpn_sig550_luckygun,0.23
wpn_spas12,0.18
wpn_spas12_nimble,0.24
wpn_svd,1
wpn_svd_nimble,1
wpn_svu,1
wpn_svu_nimble,1
wpn_toz34,0.22
wpn_usp,0.18
wpn_usp_nimble,0.21
wpn_val,0.8
wpn_vintorez,1
wpn_vintorez_nimble,0.2
wpn_walther,0.2
wpn_wincheaster1300,0.25
wpn_wincheaster1300_trapper,0.23
