id,texture,width,height,x,y
af_cristall_flower3_af_aam,ui\ui_arts,50,50,150,1400
af_cristall_flower3_af_iam,ui\ui_arts,50,50,150,1350
af_cristall_flower3_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_cristall_flower_af_aac,ui\ui_arts,50,50,100,1400
af_cristall_flower_af_aam,ui\ui_arts,50,50,150,1400
af_cristall_flower_af_iam,ui\ui_arts,50,50,150,1350
af_cristall_flower_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_cristall_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_crystal_blood,ui\ui_arts,50,50,7900,1500
af_crystal_blood_af_aac,ui\ui_arts,50,50,100,1400
af_crystal_blood_af_aam,ui\ui_arts,50,50,150,1400
af_crystal_blood_af_iam,ui\ui_arts,50,50,150,1350
af_crystal_blood_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_crystal_generator,ui\ui_arts,50,50,7750,2900
af_crystal_generator_af_aac,ui\ui_arts,50,50,100,1400
af_crystal_generator_af_aam,ui\ui_arts,50,50,150,1400
af_crystal_generator_af_iam,ui\ui_arts,50,50,150,1350
af_crystal_generator_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_crystal_glassbeads,ui\ui_arts,50,50,7850,1550
af_crystal_glassbeads_af_aac,ui\ui_arts,50,50,100,1400
af_crystal_glassbeads_af_aam,ui\ui_arts,50,50,150,1400
af_crystal_glassbeads_af_iam,ui\ui_arts,50,50,150,1350
af_crystal_glassbeads_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_crystal_gravi,ui\ui_arts,50,50,7800,1500
af_crystal_gravi_af_aac,ui\ui_arts,50,50,100,1400
af_crystal_gravi_af_aam,ui\ui_arts,50,50,150,1400
af_crystal_gravi_af_iam,ui\ui_arts,50,50,150,1350
af_crystal_gravi_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_crystal_ice,ui\ui_arts,50,50,7700,1550
af_crystal_ice_af_aac,ui\ui_arts,50,50,100,1400
af_crystal_ice_af_aam,ui\ui_arts,50,50,150,1400
af_crystal_ice_af_iam,ui\ui_arts,50,50,150,1350
af_crystal_ice_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_crystal_oko,ui\ui_arts,50,50,7950,3150
af_crystal_oko_af_aac,ui\ui_arts,50,50,100,1400
af_crystal_oko_af_aam,ui\ui_arts,50,50,150,1400
af_crystal_oko_af_iam,ui\ui_arts,50,50,150,1350
af_crystal_oko_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_crystal_vyvert,ui\ui_arts,50,50,7750,1500
af_crystal_vyvert_af_aac,ui\ui_arts,50,50,100,1400
af_crystal_vyvert_af_aam,ui\ui_arts,50,50,150,1400
af_crystal_vyvert_af_iam,ui\ui_arts,50,50,150,1350
af_crystal_vyvert_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dark_soul,ui\ui_arts,50,50,7850,2900
af_dark_soul_af_aac,ui\ui_arts,50,50,100,1400
af_dark_soul_af_aam,ui\ui_arts,50,50,150,1400
af_dark_soul_af_iam,ui\ui_arts,50,50,150,1350
af_dark_soul_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_death_lamp,ui\ui_arts,50,50,1000,3550
af_death_lamp_af_aac,ui\ui_arts,50,50,100,1400
af_death_lamp_af_aam,ui\ui_arts,50,50,150,1400
af_death_lamp_af_iam,ui\ui_arts,50,50,150,1350
af_death_lamp_lead_box,ui\ui_arts,50,100,50,1350
af_deformer,ui\ui_arts,50,50,8050,2750
af_deformer_af_aac,ui\ui_arts,50,50,100,1400
af_deformer_af_aam,ui\ui_arts,50,50,150,1400
af_deformer_af_iam,ui\ui_arts,50,50,150,1350
af_deformer_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dik_1,ui\ui_arts,50,50,7250,500
af_dik_1_af_aac,ui\ui_arts,50,50,100,1400
af_dik_1_af_aam,ui\ui_arts,50,50,150,1400
af_dik_1_af_iam,ui\ui_arts,50,50,150,1350
af_dik_1_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dik_2,ui\ui_arts,50,50,7300,500
af_dik_2_af_aac,ui\ui_arts,50,50,100,1400
af_dik_2_af_aam,ui\ui_arts,50,50,150,1400
af_dik_2_af_iam,ui\ui_arts,50,50,150,1350
af_dik_2_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dik_3,ui\ui_arts,50,50,7350,500
af_dik_3_af_aac,ui\ui_arts,50,50,100,1400
af_dik_3_af_aam,ui\ui_arts,50,50,150,1400
af_dik_3_af_iam,ui\ui_arts,50,50,150,1350
af_dik_3_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dik_4,ui\ui_arts,50,50,7400,500
af_dik_4_af_aac,ui\ui_arts,50,50,100,1400
af_dik_4_af_aam,ui\ui_arts,50,50,150,1400
af_dik_4_af_iam,ui\ui_arts,50,50,150,1350
af_dik_4_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dragon_eye,ui\ui_icon_equipment,50,50,50,3650
af_drops,ui\ui_arts,50,50,7100,250
af_drops_af_aac,ui\ui_arts,50,50,100,1400
af_drops_af_aam,ui\ui_arts,50,50,150,1400
af_drops_af_iam,ui\ui_arts,50,50,150,1350
af_drops_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_battery,ui\ui_arts,50,50,450,3550
af_dummy_battery3,ui\ui_arts,50,50,7300,1150
af_dummy_battery3_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_battery3_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_battery3_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_battery3_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_battery_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_battery_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_battery_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_battery_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_battery_red,ui\ui_arts,50,50,7400,350
af_dummy_battery_red_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_battery_red_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_battery_red_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_battery_red_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_dummy,ui\ui_arts,50,50,500,3550
af_dummy_dummy2,ui\ui_arts,50,50,7350,300
af_dummy_dummy2_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_dummy2_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_dummy2_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_dummy2_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_dummy3,ui\ui_arts,50,50,7350,1150
af_dummy_dummy3_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_dummy3_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_dummy3_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_dummy3_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_dummy_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_dummy_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_dummy_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_dummy_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_glassbe,ui\ui_arts,50,50,7200,1350
af_dummy_glassbeads,ui\ui_arts,50,50,250,3550
af_dummy_glassbeads2,ui\ui_arts,50,50,7250,250
af_dummy_glassbeads2_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_glassbeads2_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_glassbeads2_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_glassbeads2_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_glassbeads3,ui\ui_arts,50,50,7350,1050
af_dummy_glassbeads_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_glassbeads_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_glassbeads_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_glassbeads_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_pellicle,ui\ui_arts,50,50,7150,400
af_dummy_pellicle_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_pellicle_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_pellicle_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_pellicle_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_pellicle_red,ui\ui_arts,50,50,7100,400
af_dummy_pellicle_red_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_pellicle_red_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_pellicle_red_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_pellicle_red_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_spri,ui\ui_arts,50,50,7100,1350
af_dummy_spring,ui\ui_arts,50,50,7350,350
af_dummy_spring_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_spring_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_spring_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_spring_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_dummy_spring_red,ui\ui_arts,50,50,7300,350
af_dummy_spring_red_af_aac,ui\ui_arts,50,50,100,1400
af_dummy_spring_red_af_aam,ui\ui_arts,50,50,150,1400
af_dummy_spring_red_af_iam,ui\ui_arts,50,50,150,1350
af_dummy_spring_red_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_ear,ui\ui_icon_equipment,50,50,300,3700
af_electra_fla,ui\ui_arts,50,50,7400,1300
af_electra_fla_af_aac,ui\ui_arts,50,50,100,1400
af_electra_fla_af_aam,ui\ui_arts,50,50,150,1400
af_electra_fla_af_iam,ui\ui_arts,50,50,150,1350
af_electra_fla_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_electra_flash,ui\ui_arts,50,50,650,3500
af_electra_flash2,ui\ui_arts,50,50,7250,300
af_electra_flash2_af_aac,ui\ui_arts,50,50,100,1400
af_electra_flash2_af_aam,ui\ui_arts,50,50,150,1400
af_electra_flash2_af_iam,ui\ui_arts,50,50,150,1350
af_electra_flash2_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_electra_flash3,ui\ui_arts,50,50,7250,1150
af_electra_flash3_af_aac,ui\ui_arts,50,50,100,1400
af_electra_flash3_af_aam,ui\ui_arts,50,50,150,1400
af_electra_flash3_af_iam,ui\ui_arts,50,50,150,1350
af_electra_flash3_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_electra_flash_af_aac,ui\ui_arts,50,50,100,1400
af_electra_flash_af_aam,ui\ui_arts,50,50,150,1400
af_electra_flash_af_iam,ui\ui_arts,50,50,150,1350
af_electra_flash_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_electra_moon,ui\ui_arts,50,50,7350,1350
af_electra_moon_af_aac,ui\ui_arts,50,50,100,1400
af_electra_moon_af_aam,ui\ui_arts,50,50,150,1400
af_electra_moon_af_iam,ui\ui_arts,50,50,150,1350
af_electra_moon_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_electra_moonlight,ui\ui_arts,50,50,850,3500
af_electra_moonlight2,ui\ui_arts,50,50,7300,300
af_electra_moonlight2_af_aac,ui\ui_arts,50,50,100,1400
af_electra_moonlight2_af_aam,ui\ui_arts,50,50,150,1400
af_electra_moonlight2_af_iam,ui\ui_arts,50,50,150,1350
af_electra_moonlight2_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_electra_moonlight_af_aac,ui\ui_arts,50,50,100,1400
af_electra_moonlight_af_aam,ui\ui_arts,50,50,150,1400
af_electra_moonlight_af_iam,ui\ui_arts,50,50,150,1350
af_electra_moonlight_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_electra_spar,ui\ui_arts,50,50,7300,1350
af_electra_sparkler,ui\ui_arts,50,50,500,3500
af_electra_sparkler2,ui\ui_arts,50,50,7200,300
af_electra_sparkler2_af_aac,ui\ui_arts,50,50,100,1400
af_electra_sparkler2_af_aam,ui\ui_arts,50,50,150,1400
af_electra_sparkler2_af_iam,ui\ui_arts,50,50,150,1350
af_electra_sparkler2_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_electra_sparkler3,ui\ui_arts,50,50,7200,1150
af_electra_sparkler3_af_aac,ui\ui_arts,50,50,100,1400
af_electra_sparkler3_af_aam,ui\ui_arts,50,50,150,1400
af_electra_sparkler3_af_iam,ui\ui_arts,50,50,150,1350
af_electra_sparkler3_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_electra_sparkler_af_aac,ui\ui_arts,50,50,100,1400
af_electra_sparkler_af_aam,ui\ui_arts,50,50,150,1400
af_electra_sparkler_af_iam,ui\ui_arts,50,50,150,1350
af_electra_sparkler_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_electro_crystal_thorn,ui\ui_arts,50,50,7150,450
af_electro_crystal_thorn_af_aac,ui\ui_arts,50,50,100,1400
af_electro_crystal_thorn_af_aam,ui\ui_arts,50,50,150,1400
af_electro_crystal_thorn_af_iam,ui\ui_arts,50,50,150,1350
af_electro_crystal_thorn_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_elektron,ui\ui_icon_equipment,50,50,400,3650
af_empty,ui\ui_arts,50,50,1100,3500
af_empty_af_aac,ui\ui_arts,50,50,100,1400
af_empty_af_aam,ui\ui_arts,50,50,150,1400
af_empty_af_iam,ui\ui_arts,50,50,150,1350
af_empty_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_eye,ui\ui_arts,50,50,300,3550
af_eye3,ui\ui_arts,50,50,7400,1050
af_eye3_af_aac,ui\ui_arts,50,50,100,1400
af_eye3_af_aam,ui\ui_arts,50,50,150,1400
af_eye3_af_iam,ui\ui_arts,50,50,150,1350
af_eye3_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_eye_af_aac,ui\ui_arts,50,50,100,1400
af_eye_af_aam,ui\ui_arts,50,50,150,1400
af_eye_af_iam,ui\ui_arts,50,50,150,1350
af_eye_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_fire,ui\ui_arts,50,50,350,3550
af_fire3,ui\ui_arts,50,50,7100,1100
af_fire3_af_aac,ui\ui_arts,50,50,100,1400
af_fire3_af_aam,ui\ui_arts,50,50,150,1400
af_fire3_af_iam,ui\ui_arts,50,50,150,1350
af_fire3_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_fire_af_aac,ui\ui_arts,50,50,100,1400
af_fire_af_aam,ui\ui_arts,50,50,150,1400
af_fire_af_iam,ui\ui_arts,50,50,150,1350
af_fire_ba,ui\ui_arts,50,50,7250,1350
af_fire_ba_af_aac,ui\ui_arts,50,50,100,1400
af_fire_ba_af_aam,ui\ui_arts,50,50,150,1400
af_fire_ba_af_iam,ui\ui_arts,50,50,150,1350
af_fire_ba_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_fire_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_fire_loop,ui\ui_icon_equipment,50,50,100,3650
af_fireball,ui\ui_arts,50,50,150,3500
af_fireball2,ui\ui_arts,50,50,7200,250
af_fireball2_af_aac,ui\ui_arts,50,50,100,1400
af_fireball2_af_aam,ui\ui_arts,50,50,150,1400
af_fireball2_af_iam,ui\ui_arts,50,50,150,1350
af_fireball2_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_fireball3,ui\ui_arts,50,50,7300,1050
af_fireball3_af_aac,ui\ui_arts,50,50,100,1400
af_fireball3_af_aam,ui\ui_arts,50,50,150,1400
af_fireball3_af_iam,ui\ui_arts,50,50,150,1350
af_fireball3_lead_box,ui\ui_icon_equipment,50,100,50,1350
af_fireball_af_aac,ui\ui_arts,50,50,100,1400
af_fireball_af_aam,ui\ui_arts,50,50,150,1400
