~,pda_encyclopedia_name,st_data_export_tool_tier,st_data_export_recipe_requirement,st_data_export_recipe_requirement_name,#1,st_data_export_disassemble_amount,#2,st_data_export_disassemble_amount,#3,st_data_export_disassemble_amount,#4,st_data_export_disassemble_amount
upgr_o_3_rad,st_upgr_o_rad,3,recipe_expert_2,st_recipe_expert_2,st_upgr_o_rad,x1,st_helm_respirator,x1,st_prt_o_retardant_15,x5,st_prt_o_retardant_16,x5
upgr_o_2_rad,st_upgr_o_rad,2,recipe_advanced_2,st_recipe_advanced_2,st_upgr_o_rad,x1,st_helm_respirator,x1,st_prt_o_retardant_15,x5,st_prt_o_retardant_16,x5
upgr_o_1_run,st_upgr_o_run,1,recipe_basic_1,st_recipe_basic_1,st_exo_repair_kit,x1,st_prt_i_copper,x5,st_prt_i_transistors,x5,st_prt_i_capacitors,x5
upgr_o_3_run,st_upgr_o_run,3,recipe_expert_1,st_recipe_expert_1,st_upgr_o_run,x1,st_exo_repair_kit,x1,st_prt_i_copper,x9,st_prt_i_transistors,x9
upgr_o_2_run,st_upgr_o_run,2,recipe_advanced_1,st_recipe_advanced_1,st_upgr_o_run,x1,st_exo_repair_kit,x1,st_prt_i_copper,x7,st_prt_i_transistors,x7
upgr_o_2_shock,st_upgr_o_shock,2,recipe_advanced_2,st_recipe_advanced_2,st_upgr_o_shock,x1,st_prt_o_retardant_2,x5,st_prt_o_retardant_17,x5,st_prt_o_retardant_19,x5
upgr_o_1_shock,st_upgr_o_shock,1,recipe_basic_2,st_recipe_basic_2,st_prt_o_retardant_2,x4,st_prt_o_retardant_17,x4,st_prt_o_retardant_19,x4,st_prt_o_retardant_7,x4
upgr_o_3_shock,st_upgr_o_shock,3,recipe_expert_2,st_recipe_expert_2,st_upgr_o_shock,x1,st_prt_o_retardant_2,x6,st_prt_o_retardant_17,x6,st_prt_o_retardant_19,x6
upgr_o_3_weight,st_upgr_o_weight,3,recipe_expert_1,st_recipe_expert_1,st_upgr_o_weight,x1,st_prt_o_ballistic_13,x6,st_prt_o_ballistic_15,x6,st_prt_o_ballistic_9,x6
upgr_o_1_weight,st_upgr_o_weight,1,recipe_basic_1,st_recipe_basic_1,st_prt_o_ballistic_13,x4,st_prt_o_ballistic_15,x4,st_prt_o_ballistic_9,x4,st_prt_o_fabrics_4,x7
upgr_o_2_weight,st_upgr_o_weight,2,recipe_advanced_1,st_recipe_advanced_1,st_upgr_o_weight,x1,st_prt_o_ballistic_13,x5,st_prt_o_ballistic_15,x5,st_prt_o_ballistic_9,x5
upgr_w_2_calibre,st_upgr_w_calibre,2,recipe_advanced_4,st_recipe_advanced_4,st_upgr_w_calibre,x1,st_repair_kit_p,x2,st_repair_kit_r5,x2,st_repair_kit_r7,x2
upgr_w_3_calibre,st_upgr_w_calibre,3,recipe_expert_4,st_recipe_expert_4,st_upgr_w_calibre,x1,st_repair_kit_p,x2,st_repair_kit_r5,x2,st_repair_kit_r7,x2
upgr_w_1_calibre,st_upgr_w_calibre,1,recipe_basic_4,st_recipe_basic_4,st_leatherman_tool,x1,st_repair_kit_p,x2,st_repair_kit_r5,x2,st_repair_kit_r7,x1
upgr_w_3_dispersion,st_upgr_w_dispersion,3,recipe_expert_2,st_recipe_expert_2,st_upgr_w_dispersion,x1,st_prt_o_fabrics_2,x8,st_prt_i_scrap,x4,st_prt_i_fasteners,x8
upgr_w_2_dispersion,st_upgr_w_dispersion,2,recipe_advanced_2,st_recipe_advanced_2,st_upgr_w_dispersion,x1,st_prt_o_fabrics_2,x8,st_prt_i_scrap,x4,st_prt_i_fasteners,x7
upgr_w_1_dispersion,st_upgr_w_dispersion,1,recipe_basic_2,st_recipe_basic_2,st_ramrod_tool,x3,st_prt_o_fabrics_2,x6,st_prt_i_scrap,x4,st_prt_i_fasteners,x4
upgr_w_3_firemode,st_upgr_w_firemode,3,recipe_expert_4,st_recipe_expert_4,st_upgr_w_firemode,x1,st_trigger_components_1,x6,st_trigger_components_2,x6,st_trigger_components_3,x6
upgr_w_1_firemode,st_upgr_w_firemode,1,recipe_basic_4,st_recipe_basic_4,st_trigger_components_1,x4,st_trigger_components_2,x4,st_trigger_components_3,x4,st_prt_w_p_trigger_3,x3
upgr_w_2_firemode,st_upgr_w_firemode,2,recipe_advanced_4,st_recipe_advanced_4,st_upgr_w_firemode,x1,st_trigger_components_1,x5,st_trigger_components_2,x5,st_trigger_components_3,x5
upgr_w_3_grenade_mount,st_upgr_w_grenade_mount,3,recipe_expert_1,st_recipe_expert_1,st_upgr_w_grenade_mount,x1,st_grenade_launcher,x1,st_grenade_launcher_m203,x1,,
upgr_w_1_grenade_mount,st_upgr_w_grenade_mount,1,recipe_basic_1,st_recipe_basic_1,st_grenade_launcher,x1,st_grenade_launcher_m203,x1,,,,
upgr_w_2_grenade_mount,st_upgr_w_grenade_mount,2,recipe_advanced_1,st_recipe_advanced_1,st_upgr_w_grenade_mount,x1,st_grenade_launcher,x1,st_grenade_launcher_m203,x1,,
upgr_w_3_inertion,st_upgr_w_inertion,3,recipe_expert_3,st_recipe_expert_3,st_upgr_w_inertion,x1,st_prt_i_scrap,x10,st_prt_i_fasteners,x10,st_ball_hammer,x1
upgr_w_1_inertion,st_upgr_w_inertion,1,recipe_basic_3,st_recipe_basic_3,st_ramrod_tool,x3,st_prt_i_scrap,x6,st_prt_i_fasteners,x6,st_ball_hammer,x1
upgr_w_2_inertion,st_upgr_w_inertion,2,recipe_advanced_3,st_recipe_advanced_3,st_upgr_w_inertion,x1,st_prt_i_scrap,x8,st_prt_i_fasteners,x8,st_ball_hammer,x1
upgr_w_2_magazine,st_upgr_w_magazine,2,recipe_advanced_4,st_recipe_advanced_4,st_upgr_w_magazine,x1,st_repair_kit_p,x2,st_repair_kit_r5,x3,st_repair_kit_r7,x2
upgr_w_3_magazine,st_upgr_w_magazine,3,recipe_expert_4,st_recipe_expert_4,st_upgr_w_magazine,x1,st_repair_kit_p,x3,st_repair_kit_r5,x2,st_repair_kit_r7,x2
upgr_w_1_magazine,st_upgr_w_magazine,1,recipe_basic_4,st_recipe_basic_4,st_leatherman_tool,x1,st_repair_kit_p,x1,st_repair_kit_r5,x2,st_repair_kit_r7,x2
upgr_w_1_muffle,st_upgr_w_muffle,1,recipe_basic_1,st_recipe_basic_1,st_ramrod_tool,x2,st_addon_sil_9mm,x2,st_addon_sil_tgp-a,x2,st_addon_sil_nato,x2
upgr_w_2_muffle,st_upgr_w_muffle,2,recipe_advanced_1,st_recipe_advanced_1,st_upgr_w_muffle,x1,st_addon_sil_9mm,x3,st_addon_sil_tgp-a,x2,st_addon_sil_nato,x2
upgr_w_3_muffle,st_upgr_w_muffle,3,recipe_expert_1,st_recipe_expert_1,st_upgr_w_muffle,x1,st_addon_sil_9mm,x3,st_addon_sil_tgp-a,x3,st_addon_sil_nato,x3
upgr_w_3_recoil,st_upgr_w_recoil,3,recipe_expert_2,st_recipe_expert_2,st_upgr_w_recoil,x1,st_gas_tube_3,x5,st_gas_tube_4,x6,st_gas_tube_11,x4
upgr_w_1_recoil,st_upgr_w_recoil,1,recipe_basic_2,st_recipe_basic_2,st_rasp_tool,x3,st_gas_tube_3,x4,st_gas_tube_4,x4,st_gas_tube_11,x4
upgr_w_2_recoil,st_upgr_w_recoil,2,recipe_advanced_2,st_recipe_advanced_2,st_upgr_w_recoil,x1,st_gas_tube_3,x5,st_gas_tube_4,x4,st_gas_tube_11,x5
upgr_w_2_reliability,st_upgr_w_reliability,2,recipe_advanced_2,st_recipe_advanced_2,st_upgr_w_reliability,x1,st_bolt_1,x4,st_bolt_2,x4,st_bolt_12,x4
upgr_w_3_reliability,st_upgr_w_reliability,3,recipe_expert_2,st_recipe_expert_2,st_upgr_w_reliability,x1,st_bolt_1,x4,st_bolt_2,x4,st_bolt_12,x4
upgr_w_1_reliability,st_upgr_w_reliability,1,recipe_basic_2,st_recipe_basic_2,st_rasp_tool,x3,st_bolt_1,x4,st_bolt_2,x4,st_bolt_12,x4
upgr_w_3_rpm,st_upgr_w_rpm,3,recipe_expert_3,st_recipe_expert_3,st_upgr_w_rpm,x1,st_gas_tube_1,x6,st_gas_tube_2,x7,st_gas_tube_8,x5
upgr_w_2_rpm,st_upgr_w_rpm,2,recipe_advanced_3,st_recipe_advanced_3,st_upgr_w_rpm,x1,st_gas_tube_1,x4,st_gas_tube_2,x5,st_gas_tube_8,x6
upgr_w_1_rpm,st_upgr_w_rpm,1,recipe_basic_3,st_recipe_basic_3,st_leatherman_tool,x1,st_gas_tube_1,x4,st_gas_tube_2,x4,st_gas_tube_8,x4
upgr_w_1_scope,st_upgr_w_scope,1,recipe_basic_3,st_recipe_basic_3,st_swiss,x2,st_addon_scope_1p29,x2,st_addon_scope_kobra,x2,st_addon_scope_ac10632,x2
upgr_w_3_scope,st_upgr_w_scope,3,recipe_expert_3,st_recipe_expert_3,st_upgr_w_scope,x1,st_addon_scope_1p29,x2,st_addon_scope_kobra,x2,st_addon_scope_ac10632,x2
upgr_w_2_scope,st_upgr_w_scope,2,recipe_advanced_3,st_recipe_advanced_3,st_upgr_w_scope,x1,st_addon_scope_1p29,x2,st_addon_scope_kobra,x2,st_addon_scope_ac10632,x2
upgr_w_3_scope_mount,st_upgr_w_scope_mount,3,recipe_expert_3,st_recipe_expert_3,st_upgr_w_scope_mount,x1,st_swiss,x3,st_prt_i_scrap,x6,st_prt_i_fasteners,x6
upgr_w_2_scope_mount,st_upgr_w_scope_mount,2,recipe_advanced_3,st_recipe_advanced_3,st_upgr_w_scope_mount,x1,st_swiss,x3,st_prt_i_scrap,x6,st_prt_i_fasteners,x6
upgr_w_1_scope_mount,st_upgr_w_scope_mount,1,recipe_basic_3,st_recipe_basic_3,st_swiss,x3,st_prt_i_scrap,x6,st_prt_i_fasteners,x6,st_ball_hammer,x1
upgr_w_1_speed,st_upgr_w_speed,1,recipe_basic_2,st_recipe_basic_2,st_ramrod_tool,x2,st_barrel_8,x4,st_barrel_9,x4,st_prt_w_p_barrel_1,x4
upgr_w_2_speed,st_upgr_w_speed,2,recipe_advanced_2,st_recipe_advanced_2,st_upgr_w_speed,x1,st_barrel_8,x4,st_barrel_9,x4,st_prt_w_p_barrel_1,x4
upgr_w_3_speed,st_upgr_w_speed,3,recipe_expert_2,st_recipe_expert_2,st_upgr_w_speed,x1,st_barrel_8,x4,st_barrel_9,x4,st_prt_w_p_barrel_1,x4
upgr_w_3_weight,st_upgr_w_weight,3,recipe_expert_1,st_recipe_expert_1,st_upgr_w_weight,x1,st_repair_kit_p,x2,st_repair_kit_r5,x1,st_repair_kit_r7,x2
upgr_w_1_weight,st_upgr_w_weight,1,recipe_basic_1,st_recipe_basic_1,st_ramrod_tool,x3,st_repair_kit_p,x2,st_repair_kit_r5,x1,st_repair_kit_r7,x1
upgr_w_2_weight,st_upgr_w_weight,2,recipe_advanced_1,st_recipe_advanced_1,st_upgr_w_weight,x1,st_repair_kit_p,x3,st_repair_kit_r5,x2,st_repair_kit_r7,x1
