~,pda_encyclopedia_name,st_data_export_tool_tier,st_data_export_recipe_requirement,st_data_export_recipe_requirement_name,#1,st_data_export_disassemble_amount,#2,st_data_export_disassemble_amount,#3,st_data_export_disassemble_amount,#4,st_data_export_disassemble_amount
decor_light3,st_placeable_light3,1,recipe_basic_0,,st_flashlight_broken,x1,st_batteries,x1,st_prt_i_scrap,x2,,
decor_light4,st_placeable_light4,1,recipe_basic_0,,st_flashlight_broken,x1,st_batteries,x1,st_prt_i_scrap,x1,,
decor_light5,st_placeable_light5,1,recipe_basic_0,,st_flashlight_broken,x2,st_batteries,x2,st_prt_i_scrap,x3,,
decor_light6,st_placeable_light6,1,recipe_basic_0,,st_flashlight_broken,x1,st_batteries,x1,st_prt_i_scrap,x1,,
decor_light7,st_placeable_light7,1,recipe_basic_0,,st_flashlight_broken,x1,st_batteries,x1,st_prt_i_scrap,x1,,
decor_light8,st_placeable_light8,1,recipe_basic_0,,st_flashlight_broken,x1,st_batteries,x1,st_prt_i_scrap,x1,,
decor_map1,st_placeable_map1,1,recipe_basic_0,,st_prt_i_paper,x4,st_prt_i_wood,x2,,,,
decor_map2,st_placeable_map2,1,recipe_basic_0,,st_prt_i_paper,x3,st_prt_i_wood,x1,,,,
decor_merc_outfit,st_placeable_merc_outfit,1,recipe_basic_0,,st_sewing_thread,x1,st_prt_o_fabrics_1,x3,st_prt_o_fabrics_2,x2,st_prt_o_fabrics_3,x1
decor_metal_plate,st_placeable_metal_plate,1,recipe_basic_0,,st_prt_i_scrap,x2,st_prt_i_fasteners,x3,,,,
decor_metal_table1,st_placeable_metal_table1,1,recipe_basic_0,,st_prt_i_scrap,x4,st_prt_i_fasteners,x2,,,,
decor_metal_table2,st_placeable_metal_table2,1,recipe_basic_0,,st_prt_i_scrap,x5,st_prt_i_fasteners,x3,,,,
decor_microscope,st_placeable_microscope,2,recipe_advanced_0,,st_prt_i_scrap,x3,st_prt_i_copper,x2,st_prt_i_resistors,x2,,
decor_money_5000,st_placeable_money_5000,1,recipe_basic_0,,st_prt_i_paper,x2,st_cards,x2,,,,
decor_notes_writing_book,st_placeable_notes_writing_book,1,recipe_basic_0,,st_prt_i_paper,x2,st_prt_i_scrap,x1,,,,
decor_plant2,st_placeable_plant2,1,recipe_basic_0,,st_prt_i_wood,x2,st_prt_i_scrap,x2,,,,
decor_plant3,st_placeable_plant3,1,recipe_basic_0,,st_chili,x1,st_prt_i_wood,x1,,,,
decor_plant4,st_placeable_plant4,1,recipe_basic_0,,st_prt_i_wood,x2,st_prt_i_scrap,x4,,,,
decor_poster1,st_placeable_poster1,1,recipe_basic_0,,st_porn2,x1,st_prt_i_scrap,x1,,,,
decor_poster2,st_placeable_poster2,1,recipe_basic_0,,st_porn,x1,st_prt_i_scrap,x1,,,,
decor_poster3,st_placeable_poster3,1,recipe_basic_0,,st_porn2,x1,st_prt_i_scrap,x1,,,,
decor_poster4,st_placeable_poster4,1,recipe_basic_0,,st_porn2,x1,st_prt_i_scrap,x1,,,,
decor_poster5,st_placeable_poster5,1,recipe_basic_0,,st_porn2,x1,st_prt_i_scrap,x1,,,,
decor_poster6,st_placeable_poster6,1,recipe_basic_0,,st_porn,x1,st_prt_i_scrap,x1,,,,
decor_poster7,st_placeable_poster7,1,recipe_basic_0,,st_porn,x1,st_prt_i_scrap,x1,,,,
decor_pot,st_placeable_pot,1,recipe_basic_0,,st_prt_i_scrap,x1,st_prt_i_fasteners,x1,,,,
decor_psi_helmet,st_placeable_psi_helmet,2,recipe_advanced_0,,st_prt_i_copper,x2,st_prt_i_transistors,x1,st_prt_i_resistors,x2,st_prt_i_fasteners,x1
decor_radiola,st_placeable_radiola,1,recipe_basic_0,,st_radio,x1,st_prt_i_copper,x2,st_prt_i_transistors,x1,st_prt_i_resistors,x2
decor_rug,st_placeable_rug,1,recipe_basic_0,,st_sewing_thread,x1,st_prt_o_fabrics_1,x6,,,,
decor_shelves,st_placeable_shelves,1,recipe_basic_0,,st_prt_i_wood,x5,st_prt_i_scrap,x2,st_prt_i_fasteners,x2,,
decor_shelves_b,st_placeable_shelves_b,1,recipe_basic_0,,st_prt_i_wood,x3,st_prt_i_fasteners,x2,,,,
decor_shield,st_placeable_shield,1,recipe_basic_0,,st_prt_i_scrap,x3,st_prt_i_fasteners,x3,,,,
decor_shooting_target_1,st_placeable_shooting_target_1,1,recipe_basic_0,,st_prt_i_wood,x3,st_prt_i_fasteners,x2,,,,
decor_shower,st_placeable_shower,1,recipe_basic_0,,st_prt_i_scrap,x2,st_prt_i_fasteners,x1,,,,
decor_sidetable1,st_placeable_sidetable1,1,recipe_basic_0,,st_prt_i_wood,x4,st_prt_i_fasteners,x3,,,,
decor_sidetable2,st_placeable_sidetable2,1,recipe_basic_0,,st_prt_i_wood,x3,st_prt_i_fasteners,x2,,,,
decor_sink,st_placeable_sink,1,recipe_basic_0,,st_prt_i_scrap,x3,st_prt_i_fasteners,x2,,,,
decor_stalker_outfit,st_placeable_stalker_outfit,1,recipe_basic_0,,st_sewing_thread,x1,st_prt_o_fabrics_1,x3,st_prt_o_fabrics_2,x2,st_prt_o_fabrics_3,x1
decor_stool,st_placeable_stool,1,recipe_basic_0,,st_prt_i_wood,x2,st_prt_o_fabrics_1,x1,,,,
decor_storage01,st_placeable_storage01,2,recipe_advanced_1,st_gamma_recipe_advanced_1,st_prt_i_scrap,x20,st_prt_i_fasteners,x27,,,,
decor_storage02,st_placeable_storage02,2,recipe_advanced_2,st_gamma_recipe_advanced_2,st_prt_i_scrap,x30,st_prt_i_fasteners,x40,,,,
decor_storage03,st_placeable_storage03,1,recipe_basic_0,,st_prt_i_scrap,x8,st_prt_i_fasteners,x8,,,,
decor_storage04,st_placeable_storage04,1,recipe_basic_0,,st_prt_i_scrap,x4,st_prt_i_fasteners,x4,,,,
decor_storage05,st_placeable_storage05,1,recipe_basic_0,,st_prt_i_scrap,x7,st_prt_i_fasteners,x7,,,,
decor_storage06,st_placeable_storage06,1,recipe_basic_0,,st_prt_i_scrap,x14,st_prt_i_wood,x14,st_prt_i_fasteners,x4,,
decor_storage07,st_placeable_storage07,2,recipe_advanced_0,,st_prt_i_scrap,x12,st_prt_i_fasteners,x12,,,,
decor_storage08,st_placeable_storage08,1,recipe_basic_0,,st_prt_i_scrap,x8,st_prt_i_fasteners,x8,,,,
decor_stretcher,st_placeable_stretcher,2,recipe_advanced_0,,st_prt_i_scrap,x8,st_prt_i_fasteners,x4,st_prt_o_fabrics_3,x2,,
decor_suit,st_placeable_suit,1,recipe_basic_0,,st_sewing_thread,x1,st_prt_o_ballistic_17,x2,st_prt_o_fabrics_3,x3,,
decor_survivalguide,st_placeable_survivalguide,1,recipe_basic_0,,st_prt_i_paper,x1,st_recipe_ammo_1,x1,,,,
decor_teapot,st_placeable_teapot,1,recipe_basic_0,,st_prt_i_scrap,x1,st_prt_i_fasteners,x1,,,,
decor_toilet,st_placeable_toilet,1,recipe_basic_0,,st_prt_i_scrap,x4,st_prt_i_fasteners,x2,,,,
decor_trophie1,st_placeable_trophie1,2,recipe_advanced_0,,st_hide_boar_name,x2,st_prt_i_wood,x1,st_prt_i_fasteners,x2,,
decor_trophie2,st_placeable_trophie2,2,recipe_advanced_0,,st_hide_chimera_name,x1,st_prt_i_wood,x1,st_prt_i_fasteners,x2,,
decor_trophie3,st_placeable_trophie3,2,recipe_advanced_0,,st_hide_pseudodog_name,x2,st_prt_i_wood,x1,st_prt_i_fasteners,x2,,
decor_trophie4,st_placeable_trophie4,2,recipe_advanced_0,,mutant_cat_claw,x3,st_prt_i_wood,x1,st_prt_i_fasteners,x2,,
decor_trophie5,st_placeable_trophie5,2,recipe_advanced_0,,st_hide_bloodsucker_name,x2,st_prt_i_wood,x1,st_prt_i_fasteners,x2,,
decor_trophie6,st_placeable_trophie6,2,recipe_advanced_0,,st_hide_bloodsucker_name,x3,mutant_krovosos_jaw,x1,mutant_heart_bloodsucker,x1,st_prt_i_scrap,x1
decor_trophie7,st_placeable_trophie7,2,recipe_advanced_0,,mutant_dog_tail,x2,st_prt_i_wood,x1,st_prt_i_fasteners,x2,,
decor_trophie8,st_placeable_trophie8,2,recipe_advanced_0,,st_hide_flesh_name,x2,st_prt_i_wood,x1,st_prt_i_fasteners,x2,,
decor_trophie9,st_placeable_trophie9,2,recipe_advanced_0,,st_hide_boar_name,x3,mutant_boar_leg,x1,mutant_tusk_boar,x1,st_prt_i_scrap,x1
decor_tv_box,st_placeable_tv_box,2,recipe_advanced_0,,st_prt_i_copper,x2,st_prt_i_transistors,x2,st_prt_i_resistors,x3,st_prt_i_wood,x2
decor_wall,st_placeable_wall,2,recipe_advanced_0,,st_prt_i_wood,x15,st_prt_i_fasteners,x5,,,,
decor_wall02,st_placeable_wall02,2,recipe_advanced_0,,st_prt_i_wood,x6,st_prt_i_fasteners,x3,,,,
decor_wall02_metal,st_placeable_wall02_metal,2,recipe_advanced_0,,st_prt_i_scrap,x6,st_prt_i_fasteners,x6,,,,
decor_wall_divider,st_placeable_wall_divider,1,recipe_basic_0,,st_prt_i_wood,x4,st_prt_i_fasteners,x2,,,,
decor_wall_doorway,st_placeable_wall_doorway,2,recipe_advanced_0,,st_prt_i_wood,x13,st_prt_i_fasteners,x5,,,,
decor_wall_doorway_metal,st_placeable_wall_doorway_metal,2,recipe_advanced_0,,st_prt_i_scrap,x13,st_prt_i_fasteners,x13,,,,
decor_wall_metal,st_placeable_wall_metal,2,recipe_advanced_0,,st_prt_i_scrap,x15,st_prt_i_fasteners,x15,,,,
decor_wooden_board,st_placeable_wooden_board,1,recipe_basic_0,,st_prt_i_wood,x5,st_prt_i_fasteners,x2,,,,
decor_wooden_plank,st_placeable_wooden_plank,1,recipe_basic_0,,st_prt_i_wood,x1,st_prt_i_fasteners,x1,,,,
prop_board_map,st_prop_board_map,1,recipe_basic_0,,st_prt_i_wood,x5,st_prt_i_paper,x8,,,,
prop_bong,st_prop_bong,1,recipe_basic_0,,st_prt_i_scrap,x1,st_prt_i_fasteners,x1,,,,
prop_cans_tuna,st_prop_cans_tuna,1,recipe_basic_0,,st_prt_i_scrap,x1,st_prt_i_fasteners,x2,,,,
prop_pccase,st_prop_case,1,recipe_basic_0,,st_prt_i_scrap,x6,st_prt_i_fasteners,x4,,,,
prop_chair,st_prop_chair,1,recipe_basic_0,,st_prt_i_wood,x2,st_prt_i_fasteners,x1,,,,
prop_couch_1,st_prop_couch_1,1,recipe_basic_0,,st_prt_i_wood,x8,st_prt_i_fasteners,x8,st_beadspread,x2,st_prt_o_fabrics_3,x2
prop_counter_1,st_prop_counter_1,1,recipe_basic_0,,st_prt_i_wood,x8,st_prt_i_fasteners,x4,,,,
prop_dish1,st_prop_dish1,1,recipe_basic_0,,st_prt_i_scrap,x1,st_prt_i_fasteners,x1,,,,
prop_dish2,st_prop_dish2,1,recipe_basic_0,,st_prt_i_scrap,x1,st_prt_i_fasteners,x1,,,,
prop_fan,st_prop_fan,1,recipe_basic_0,,st_prt_i_scrap,x1,st_prt_i_fasteners,x1,,,,
prop_keyboard,st_prop_keyboard,1,recipe_basic_0,,st_prt_i_scrap,x2,st_prt_i_fasteners,x2,st_prt_i_copper,x2,st_prt_i_capacitors,x2
prop_laptop_item,st_prop_laptop_item,2,recipe_advanced_0,,st_prt_i_scrap,x2,st_prt_i_transistors,x4,st_prt_i_copper,x4,st_pda_1_name,x1
prop_mice_pad,st_prop_mice_pad,1,recipe_basic_0,,st_prt_o_fabrics_1,x2,st_sewing_thread,x1,,,,
prop_monitor,st_prop_monitor,2,recipe_advanced_0,,st_prt_i_scrap,x2,st_prt_i_capacitors,x4,st_prt_i_resistors,x4,,
prop_mug,st_prop_mug,1,recipe_basic_0,,st_prt_i_scrap,x1,st_prt_i_fasteners,x1,,,,
prop_poster_vertical_item,st_prop_poster_vertical_item,1,recipe_basic_0,,st_porn2,x1,st_prt_i_scrap,x1,,,,
prop_clock_1,st_prop_prop_clock_1,1,recipe_basic_0,,st_prt_i_scrap,x4,st_cutlery,x2,st_prt_i_copper,x2,,
prop_shelf_1,st_prop_shelf_1,1,recipe_basic_0,,st_prt_i_wood,x6,st_prt_i_fasteners,x2,,,,
prop_shelf_2,st_prop_shelf_2,1,recipe_basic_0,,st_prt_i_wood,x8,st_prt_i_fasteners,x4,,,,
prop_table_1,st_prop_table_1,1,recipe_basic_0,,st_prt_i_wood,x8,st_prt_i_fasteners,x2,,,,
prop_table_2,st_prop_table_2,1,recipe_basic_0,,st_prt_i_wood,x6,st_prt_i_fasteners,x2,,,,
