~,st_data_export_price_multiplier
itm_ammokit,1
itm_artefactskit,1
itm_basickit,1
itm_drugkit,1
itm_expertkit,1
itm_tent_bag,1
itm_xcvb_1,1
itm_xcvb_2,1
itm_xcvb_3,1
jgut,1
marker,1
medkit,1
medkit_ai1,1
medkit_ai2,1
medkit_ai3,1
medkit_army,1
medkit_scientic,1
monolith_shard,1
morphine,1
mutant_part_boar_chop,1
mutant_part_boar_leg,1
mutant_part_brain_burer,1
mutant_part_burer_hand,1
mutant_part_cat_claw,1
mutant_part_cat_tail,1
mutant_part_cat_thyroid,1
mutant_part_chimera_claw,1
mutant_part_chimera_kogot,1
mutant_part_chimera_meat,1
mutant_part_controller_glass,1
mutant_part_controller_hand,1
mutant_part_crow_beak,1
mutant_part_dog_heart,1
mutant_part_dog_liver,1
mutant_part_dog_meat,1
mutant_part_dog_tail,1
mutant_part_fang_psevdodog,1
mutant_part_flesh_eye,1
mutant_part_flesh_meat,1
mutant_part_fracture_hand,1
mutant_part_heart_bloodsucker,1
mutant_part_heart_chimera,1
mutant_part_krovosos_jaw,1
mutant_part_krovosos_meat,1
mutant_part_lurker_eye,1
mutant_part_lurker_meat,1
mutant_part_lurker_tail,1
mutant_part_pseudogigant_eye,1
mutant_part_pseudogigant_hand,1
mutant_part_psevdodog_meat,1
mutant_part_psevdodog_tail,1
mutant_part_psysucker_hand,1
mutant_part_psysucker_meat,1
mutant_part_snork_hand,1
mutant_part_snork_leg,1
mutant_part_snork_mask,1
mutant_part_tushkano_head,1
mutant_part_tushkano_meat,1
mutant_part_tusk_boar,1
mutant_part_zombi_hand,1
powder_poltergeist,1
protein,1
rebirth,1
salicidic_acid,1
stimpack,1
stimpack_army,1
stimpack_scientic,1
survival_kit,1
tetanus,1
upgr_o_1_armor,1
upgr_o_1_arty,1
upgr_o_1_bleed,1
upgr_o_1_burn,1
upgr_o_1_carry,1
upgr_o_1_chem,1
upgr_o_1_damage,1
upgr_o_1_durability,1
upgr_o_1_health,1
upgr_o_1_magical,1
upgr_o_1_physical,1
upgr_o_1_power,1
upgr_o_1_psi,1
upgr_o_1_rad,1
upgr_o_1_run,1
upgr_o_1_shock,1
upgr_o_1_utility,1
upgr_o_1_weight,1
upgr_o_2_armor,1
upgr_o_2_arty,1
upgr_o_2_bleed,1
upgr_o_2_burn,1
upgr_o_2_carry,1
upgr_o_2_chem,1
upgr_o_2_damage,1
upgr_o_2_durability,1
upgr_o_2_health,1
upgr_o_2_magical,1
upgr_o_2_physical,1
upgr_o_2_power,1
upgr_o_2_psi,1
upgr_o_2_rad,1
upgr_o_2_run,1
upgr_o_2_shock,1
upgr_o_2_utility,1
upgr_o_2_weight,1
upgr_o_3_armor,1
upgr_o_3_arty,1
upgr_o_3_bleed,1
upgr_o_3_burn,1
upgr_o_3_carry,1
upgr_o_3_chem,1
upgr_o_3_damage,1
upgr_o_3_durability,1
upgr_o_3_health,1
upgr_o_3_magical,1
upgr_o_3_physical,1
upgr_o_3_power,1
upgr_o_3_psi,1
upgr_o_3_rad,1
upgr_o_3_run,1
upgr_o_3_shock,1
upgr_o_3_utility,1
upgr_o_3_weight,1
upgr_w_1_calibre,1
upgr_w_1_dispersion,1
upgr_w_1_external,1
upgr_w_1_firemode,1
upgr_w_1_grenade_mount,1
upgr_w_1_inertion,1
upgr_w_1_internal,1
upgr_w_1_magazine,1
upgr_w_1_muffle,1
upgr_w_1_optical,1
upgr_w_1_recoil,1
upgr_w_1_reliability,1
upgr_w_1_rpm,1
upgr_w_1_scope,1
upgr_w_1_scope_mount,1
upgr_w_1_speed,1
upgr_w_1_weight,1
upgr_w_2_calibre,1
upgr_w_2_dispersion,1
upgr_w_2_external,1
upgr_w_2_firemode,1
upgr_w_2_grenade_mount,1
upgr_w_2_inertion,1
upgr_w_2_internal,1
upgr_w_2_magazine,1
upgr_w_2_muffle,1
upgr_w_2_optical,1
upgr_w_2_recoil,1
upgr_w_2_reliability,1
upgr_w_2_rpm,1
upgr_w_2_scope,1
upgr_w_2_scope_mount,1
upgr_w_2_speed,1
upgr_w_2_weight,1
upgr_w_3_calibre,1
upgr_w_3_dispersion,1
upgr_w_3_external,1
upgr_w_3_firemode,1
upgr_w_3_grenade_mount,1
upgr_w_3_inertion,1
upgr_w_3_internal,1
upgr_w_3_magazine,1
upgr_w_3_muffle,1
upgr_w_3_optical,1
upgr_w_3_recoil,1
upgr_w_3_reliability,1
upgr_w_3_rpm,1
upgr_w_3_scope,1
upgr_w_3_scope_mount,1
upgr_w_3_speed,1
upgr_w_3_weight,1
yadylin,1
