~,st_data_export_quantity,st_data_export_probability
wpn_toz34_custom,1,0.88
wpn_toz34_obrez,1,0.88
wpn_toz34_obrez_custom,1,0.88
wpn_toz34_obrez_decor,1,0.88
wpn_tt33,1,0.88
wpn_type63,1,0.88
wpn_ump45,1,0.88
wpn_usp,1,0.88
wpn_val,1,0.88
wpn_vintorez,1,0.88
wpn_vsk94,1,0.88
wpn_vz61,1,0.88
wpn_walther,1,0.88
wpn_wincheaster1300,1,0.88
yadylin,3,1
